Bean type
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Forastero
Trinitario
Criollo
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
CCN51
Trinitario
Trinitario
"Criollo, Trinitario"
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Forastero (Arriba)
Forastero (Arriba)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo (Ocumare)
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Criollo
Forastero (Nacional)
Trinitario
Forastero (Nacional)
Forastero (Arriba)
Criollo
Criollo
Criollo
Criollo
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Criollo
Forastero (Arriba)
Trinitario
Blend
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Nacional)
Criollo
Trinitario
Forastero
Forastero
Forastero
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Forastero (Nacional)
Trinitario
Trinitario
Forastero (Nacional)
Forastero
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Nacional
Trinitario
Trinitario
Criollo (Ocumare 61)
Criollo
Criollo
"Criollo, Trinitario"
"Criollo, Trinitario"
Criollo
Criollo (Porcelana)
Trinitario
Trinitario
Forastero
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Forastero
Forastero (Nacional)
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
Trinitario
Forastero
Trinitario
Trinitario
Criollo (Ocumare 77)
Criollo
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Blend
Blend
Criollo (Porcelana)
Criollo (Ocumare 61)
Trinitario
Trinitario
Criollo
Criollo
Forastero (Arriba)
Criollo (Ocumare 67)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
Criollo
Criollo
Criollo
Trinitario
Criollo
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Criollo
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Criollo
Trinitario
Trinitario
Criollo (Porcelana)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Trinitario, Criollo"
Criollo
Criollo
Forastero (Arriba)
Criollo (Wild)
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero (Nacional)
Forastero (Nacional)
Forastero (Nacional)
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
"Criollo, Trinitario"
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
"Criollo, Trinitario"
Beniano
Amazon mix
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
"Trinitario, Forastero"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Arriba) ASS
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Blend
Trinitario
"Trinitario, Criollo"
"Criollo, +"
Forastero (Arriba)
Blend
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Arriba)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Amazon
Amazon mix
"Amazon, ICS"
Beniano
EET
Trinitario
Trinitario
EET
EET
"Amazon, ICS"
Beniano
Forastero
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Forastero (Arriba) ASS
Forastero (Arriba) ASS
Forastero (Arriba) ASS
Forastero (Arriba) ASS
Forastero (Arriba) ASS
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero (Nacional)
Trinitario
Forastero (Nacional)
Trinitario
"Trinitario, Criollo"
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Forastero
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
"Trinitario, Criollo"
Forastero
Trinitario
Criollo
Trinitario
Criollo
Criollo
Criollo
Criollo
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Trinitario, Criollo"
"Trinitario, Criollo"
Criollo
"Trinitario, Criollo"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Criollo (Porcelana)
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Catongo)
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Criollo
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Criollo
"Blend-Forastero,Criollo"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
"Criollo, Trinitario"
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Criollo
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
Trinitario
Forastero (Parazinho)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Criollo
Trinitario
Trinitario
Forastero
Forastero
Criollo
Criollo
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Forastero
Trinitario
Criollo
Trinitario
Trinitario
Trinitario (Scavina)
Trinitario
Criollo
Criollo
Forastero
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Forastero
Criollo
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Criollo
Trinitario
"Criollo, Forastero"
Criollo
Forastero
Criollo
Blend
Forastero (Nacional)
Trinitario
Blend
Criollo
Criollo
Criollo
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Matina
Matina
Trinitario
Trinitario
Matina
Trinitario
Criollo (Porcelana)
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero
Forastero
Criollo
Forastero
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
"Criollo, Trinitario"
Trinitario
"Trinitario, Forastero"
"Criollo, Forastero"
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
"Forastero(Arriba, CCN)"
Trinitario
Trinitario
Criollo
Criollo
Criollo
Trinitario
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Trinitario
Trinitario
Blend
Trinitario
Forastero (Nacional)
Trinitario
Nacional (Arriba)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Nacional (Arriba)
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Forastero (Nacional)
Trinitario
Forastero (Arriba) ASSS
Forastero (Nacional)
Forastero (Nacional)
Forastero (Nacional)
Forastero (Nacional)
Forastero (Nacional)
Forastero
Trinitario
Trinitario
Trinitario
"Trinitario, Criollo"
Trinitario
Forastero
Trinitario
Blend
Blend
Trinitario
Trinitario
Blend
Trinitario
Blend
Blend
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Forastero
Criollo
"Criollo, Trinitario"
Trinitario
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Criollo
Forastero
Trinitario
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
"Forastero, Trinitario"
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Forastero (Parazinho)
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero (Nacional)
Forastero (Amelonado)
Blend
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Criollo
Trinitario
Criollo
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Blend
Blend
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Nacional
Trinitario
Trinitario
Forastero
Criollo
"Trinitario, Nacional"
Forastero
Forastero
Trinitario
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario (Amelonado)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
Trinitario
Trinitario
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Forastero (Parazinho)
Criollo
Trinitario
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Blend
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Parazinho)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Trinitario
Forastero
Trinitario
Trinitario
Forastero
Blend
Blend
Trinitario
"Trinitario, TCGA"
Forastero (Nacional)
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero
Blend
Trinitario
"Criollo, Trinitario"
Trinitario
Forastero
Forastero
Criollo (Porcelana)
Trinitario
"Criollo, Trinitario"
Trinitario
Criollo (Porcelana)
Trinitario
Forastero
Forastero
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Forastero (Arriba)
Trinitario
"Criollo, Trinitario"
Criollo
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Forastero
Criollo
Criollo
Criollo
Criollo
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo
Trinitario
Trinitario
Forastero (Nacional)
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
"Criollo, Trinitario"
Nacional (Arriba)
Trinitario
"Criollo, Trinitario"
"Criollo, Trinitario"
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Trinitario
Criollo (Amarru)
Criollo (Amarru)
Trinitario
Forastero (Nacional)
"Criollo, Trinitario"
Trinitario
Trinitario
Forastero
Trinitario
Trinitario
Forastero
Forastero
Trinitario
Trinitario
